Days,Date,Close,Net,%Chg,Open,Low,High
1803,7/23/2018,172.43,0.06,0.03%,172.43,172.43,172.43
1804,7/24/2018,172.38,-0.05,-0.03%,172.38,172.38,172.38
1805,7/25/2018,173.23,0.85,0.49%,173.23,173.23,173.23
1806,7/26/2018,172.66,-0.57,-0.33%,172.66,172.66,172.66
1807,7/27/2018,172.47,-0.19,-0.11%,172.47,172.47,172.47
1808,7/30/2018,172.28,-0.19,-0.11%,172.28,172.28,172.28
1809,7/31/2018,170.46,-1.82,-1.06%,170.46,170.46,170.46
1810,8/1/2018,169.93,-0.53,-0.31%,169.93,169.93,169.93
1811,8/2/2018,170.78,0.85,0.50%,170.78,170.78,170.78
1812,8/3/2018,171.17,0.39,0.23%,171.17,171.17,171.17
1813,8/6/2018,170.76,-0.41,-0.24%,170.76,170.76,170.76
1814,8/7/2018,171,0.24,0.14%,171,171,171
1815,8/8/2018,173.58,2.58,1.51%,173.58,173.58,173.58
1816,8/9/2018,173.95,0.37,0.21%,173.95,173.95,173.95
1817,8/10/2018,172.84,-1.11,-0.64%,172.84,172.84,172.84
1818,8/13/2018,173.51,0.67,0.39%,173.51,173.51,173.51
1819,8/14/2018,174.48,0.97,0.56%,174.48,174.48,174.48
1820,8/15/2018,174.71,0.23,0.13%,174.71,174.71,174.71
1821,8/16/2018,173.95,-0.76,-0.44%,173.95,173.95,173.95
1822,8/17/2018,174.59,0.64,0.37%,174.59,174.59,174.59
1823,8/20/2018,174.31,-0.28,-0.16%,174.31,174.31,174.31
1824,8/22/2018,173.96,-0.35,-0.20%,173.96,173.96,173.96
1825,8/23/2018,173.31,-0.65,-0.37%,173.31,173.31,173.31
1826,8/24/2018,172.98,-0.33,-0.19%,172.98,172.98,172.98
1827,8/27/2018,171.33,-1.65,-0.95%,171.33,171.33,171.33
1828,8/28/2018,173.18,1.85,1.08%,173.18,173.18,173.18
1829,8/29/2018,173.11,-0.07,-0.04%,173.11,173.11,173.11
1830,8/30/2018,172.29,-0.82,-0.47%,172.29,172.29,172.29
1831,8/31/2018,167.59,-4.7,-2.73%,167.59,167.59,167.59
1832,9/3/2018,165.92,-1.67,-1.00%,165.92,165.92,165.92
1833,9/4/2018,167.34,1.42,0.86%,167.34,167.34,167.34
1834,9/5/2018,165.63,-1.71,-1.02%,165.63,165.63,165.63
1835,9/6/2018,165.15,-0.48,-0.29%,165.15,165.15,165.15
1836,9/7/2018,163.71,-1.44,-0.87%,163.71,163.71,163.71
1837,9/10/2018,162.49,-1.22,-0.75%,162.49,162.49,162.49
1838,9/11/2018,160.8,-1.69,-1.04%,160.8,160.8,160.8
1839,9/12/2018,159.95,-0.85,-0.53%,159.95,159.95,159.95
1840,9/13/2018,157.44,-2.51,-1.57%,157.44,157.44,157.44
1841,9/14/2018,158.13,0.69,0.44%,158.13,158.13,158.13
1842,9/17/2018,157.57,-0.56,-0.35%,157.57,157.57,157.57
1843,9/18/2018,157.75,0.18,0.11%,157.75,157.75,157.75
1844,9/19/2018,155.86,-1.89,-1.20%,155.86,155.86,155.86
1845,9/20/2018,148.52,-7.34,-4.71%,148.52,148.52,148.52
1846,9/21/2018,145.49,-3.03,-2.04%,145.49,145.49,145.49
1847,9/24/2018,149.35,3.86,2.65%,149.35,149.35,149.35
1848,9/25/2018,149.05,-0.3,-0.20%,149.05,149.05,149.05
1849,9/26/2018,150.1,1.05,0.70%,150.1,150.1,150.1
1850,9/27/2018,150.6,0.5,0.33%,150.6,150.6,150.6
1851,9/28/2018,149.67,-0.93,-0.62%,149.67,149.67,149.67
1852,10/1/2018,148.98,-0.69,-0.46%,148.98,148.98,148.98
1853,10/2/2018,149.24,0.26,0.17%,149.24,149.24,149.24
1854,10/3/2018,149.4,0.16,0.11%,149.4,149.4,149.4
1855,10/4/2018,150.52,1.12,0.75%,150.52,150.52,150.52
1856,10/5/2018,150.88,0.36,0.24%,150.88,150.88,150.88
1857,10/8/2018,149.92,-0.96,-0.64%,149.92,149.92,149.92
1858,10/9/2018,149.63,-0.29,-0.19%,149.63,149.63,149.63
1859,10/11/2018,147.63,-2,-1.34%,147.63,147.63,147.63
1860,10/12/2018,144.26,-3.37,-2.28%,144.26,144.26,144.26
1861,10/15/2018,141.78,-2.48,-1.72%,141.78,141.78,141.78
1862,10/16/2018,144.32,2.54,1.79%,144.32,144.32,144.32
1863,10/17/2018,144.7,0.38,0.26%,144.7,144.7,144.7
1864,10/18/2018,144.73,0.03,0.02%,144.73,144.73,144.73
1865,10/19/2018,146.33,1.6,1.11%,146.33,146.33,146.33
1866,10/22/2018,146.21,-0.12,-0.08%,146.21,146.21,146.21
1867,10/23/2018,145.64,-0.57,-0.39%,145.64,145.64,145.64
1868,10/24/2018,145.29,-0.35,-0.24%,145.29,145.29,145.29
1869,10/25/2018,145.77,0.48,0.33%,145.77,145.77,145.77
1870,10/26/2018,145.89,0.12,0.08%,145.89,145.89,145.89
1871,10/29/2018,145.57,-0.32,-0.22%,145.57,145.57,145.57
1872,10/30/2018,145.21,-0.36,-0.25%,145.21,145.21,145.21
1873,10/31/2018,144.35,-0.86,-0.59%,144.35,144.35,144.35
1874,11/1/2018,145.1,0.75,0.52%,145.1,145.1,145.1
1875,11/2/2018,147.89,2.79,1.92%,147.89,147.89,147.89
1876,11/5/2018,146.23,-1.66,-1.12%,146.23,146.23,146.23
1877,11/6/2018,142.95,-3.28,-2.24%,142.95,142.95,142.95
1878,11/7/2018,142.94,-0.01,-0.01%,142.94,142.94,142.94
1879,11/8/2018,144.14,1.2,0.84%,144.14,144.14,144.14
1880,11/9/2018,147.01,2.87,1.99%,147.01,147.01,147.01
1881,11/12/2018,147.12,0.11,0.07%,147.12,147.12,147.12
1882,11/13/2018,146.78,-0.34,-0.23%,146.78,146.78,146.78
1883,11/14/2018,145.9,-0.88,-0.60%,145.9,145.9,145.9
1884,11/15/2018,144.92,-0.98,-0.67%,144.92,144.92,144.92
1885,11/16/2018,144.9,-0.02,-0.01%,144.9,144.9,144.9
1886,11/19/2018,143.95,-0.95,-0.66%,143.95,143.95,143.95
1887,11/20/2018,144.17,0.22,0.15%,144.17,144.17,144.17
1888,11/21/2018,144.03,-0.14,-0.10%,144.03,144.03,144.03
1889,11/22/2018,144.2,0.17,0.12%,144.2,144.2,144.2
1890,11/23/2018,144.13,-0.07,-0.05%,144.13,144.13,144.13
1891,11/26/2018,144.43,0.3,0.21%,144.43,144.43,144.43
1892,11/27/2018,144.72,0.29,0.20%,144.72,144.72,144.72
1893,11/28/2018,145.3,0.58,0.40%,145.3,145.3,145.3
1894,11/29/2018,145.32,0.02,0.01%,145.32,145.32,145.32
1895,11/30/2018,146.08,0.76,0.52%,146.08,146.08,146.08
1896,12/3/2018,146.52,0.44,0.30%,146.52,146.52,146.52
1897,12/4/2018,146.49,-0.03,-0.02%,146.49,146.49,146.49
1898,12/5/2018,146.46,-0.03,-0.02%,146.46,146.46,146.46
1899,12/6/2018,145.65,-0.81,-0.55%,145.65,145.65,145.65
1900,12/7/2018,144.05,-1.6,-1.10%,144.05,144.05,144.05
1901,12/10/2018,142.52,-1.53,-1.06%,142.52,142.52,142.52
1902,12/11/2018,140.88,-1.64,-1.15%,140.88,140.88,140.88
1903,12/13/2018,140.9,0.02,0.01%,140.9,140.9,140.9
1904,12/14/2018,142.53,1.63,1.16%,142.53,142.53,142.53
1905,12/17/2018,142.26,-0.27,-0.19%,142.26,142.26,142.26
1906,12/18/2018,142.07,-0.19,-0.13%,142.07,142.07,142.07
1907,12/19/2018,140.95,-1.12,-0.79%,140.95,140.95,140.95
1908,12/20/2018,139.82,-1.13,-0.80%,139.82,139.82,139.82
1909,12/21/2018,138.95,-0.87,-0.62%,138.95,138.95,138.95
1910,12/24/2018,140.87,1.92,1.38%,140.87,140.87,140.87
1911,12/27/2018,140.83,-0.04,-0.03%,140.83,140.83,140.83
1912,12/28/2018,142,1.17,0.83%,142,142,142
1913,12/31/2018,140.43,-1.57,-1.11%,140.43,140.43,140.43
1914,1/2/2019,140.2,-0.23,-0.16%,140.2,140.2,140.2
1915,1/3/2019,139.71,-0.49,-0.35%,139.71,139.71,139.71
1916,1/4/2019,137.03,-2.68,-1.92%,137.03,137.03,137.03
1917,1/7/2019,137.35,0.32,0.23%,137.35,137.35,137.35
1918,1/8/2019,138.87,1.52,1.11%,138.87,138.87,138.87
1919,1/9/2019,139.31,0.44,0.32%,139.31,139.31,139.31
1920,1/10/2019,141.41,2.1,1.51%,141.41,141.41,141.41
1921,1/11/2019,142.61,1.2,0.85%,142.61,142.61,142.61
1922,1/14/2019,143.11,0.5,0.35%,143.11,143.11,143.11
1923,1/15/2019,143.53,0.42,0.29%,143.53,143.53,143.53
1924,1/16/2019,144.76,1.23,0.86%,144.76,144.76,144.76
1925,1/17/2019,145.01,0.25,0.17%,145.01,145.01,145.01
1926,1/18/2019,145.27,0.26,0.18%,145.27,145.27,145.27
1927,1/21/2019,145.64,0.37,0.25%,145.64,145.64,145.64
1928,1/22/2019,145.24,-0.4,-0.27%,145.24,145.24,145.24
1929,1/23/2019,145.24,0,0.00%,145.24,145.24,145.24
1930,1/24/2019,145.3,0.06,0.04%,145.3,145.3,145.3
1931,1/25/2019,146.48,1.18,0.81%,146.48,146.48,146.48
1932,1/28/2019,147.2,0.72,0.49%,147.2,147.2,147.2
1933,1/29/2019,148.3,1.1,0.75%,148.3,148.3,148.3
1934,1/30/2019,149.29,0.99,0.67%,149.29,149.29,149.29
1935,1/31/2019,150.34,1.05,0.70%,150.34,150.34,150.34
1936,2/1/2019,154.52,4.18,2.78%,154.52,154.52,154.52
1937,2/4/2019,155.49,0.97,0.63%,155.49,155.49,155.49
1938,2/5/2019,157.85,2.36,1.52%,157.85,157.85,157.85
1939,2/6/2019,160.26,2.41,1.53%,160.26,160.26,160.26
1940,2/7/2019,160.44,0.18,0.11%,160.44,160.44,160.44
1941,2/8/2019,160.44,0,0.00%,160.44,160.44,160.44
1942,2/11/2019,160.53,0.09,0.06%,160.53,160.53,160.53
1943,2/12/2019,160.28,-0.25,-0.16%,160.28,160.28,160.28
1944,2/13/2019,160.28,0,0.00%,160.28,160.28,160.28
1945,2/14/2019,158.85,-1.43,-0.89%,158.85,158.85,158.85
1946,2/15/2019,157.29,-1.56,-0.98%,157.29,157.29,157.29
1947,2/18/2019,156.63,-0.66,-0.42%,156.63,156.63,156.63
1948,2/19/2019,156.2,-0.43,-0.27%,156.2,156.2,156.2
1949,2/20/2019,155.54,-0.66,-0.42%,155.54,155.54,155.54
1950,2/21/2019,154.93,-0.61,-0.39%,154.93,154.93,154.93
1951,2/22/2019,154.36,-0.57,-0.37%,154.36,154.36,154.36
1952,2/25/2019,155.03,0.67,0.43%,155.03,155.03,155.03
1953,2/26/2019,155.23,0.2,0.13%,155.23,155.23,155.23
1954,2/27/2019,154.59,-0.64,-0.41%,154.59,154.59,154.59
1955,2/28/2019,152.56,-2.03,-1.31%,152.56,152.56,152.56
1956,3/1/2019,152.91,0.35,0.23%,152.91,152.91,152.91
1957,3/4/2019,153.68,0.77,0.50%,153.68,153.68,153.68
1958,3/5/2019,153.7,0.02,0.01%,153.7,153.7,153.7
1959,3/6/2019,154.6,0.9,0.59%,154.6,154.6,154.6
1960,3/7/2019,155.77,1.17,0.76%,155.77,155.77,155.77
1961,3/8/2019,156.11,0.34,0.22%,156.11,156.11,156.11
1962,3/11/2019,155.32,-0.79,-0.51%,155.32,155.32,155.32
1963,3/12/2019,155.15,-0.17,-0.11%,155.15,155.15,155.15
1964,3/13/2019,154.46,-0.69,-0.44%,154.46,154.46,154.46
1965,3/14/2019,155.44,0.98,0.63%,155.44,155.44,155.44
1966,3/15/2019,158.07,2.63,1.69%,158.07,158.07,158.07
1967,3/18/2019,160.15,2.08,1.32%,160.15,160.15,160.15
1968,3/19/2019,158.93,-1.22,-0.76%,158.93,158.93,158.93
1969,3/20/2019,160.26,1.33,0.84%,160.26,160.26,160.26
1970,3/21/2019,160.97,0.71,0.44%,160.97,160.97,160.97
1971,3/22/2019,160,-0.97,-0.60%,160,160,160
1972,3/25/2019,159.07,-0.93,-0.58%,159.07,159.07,159.07
1973,3/26/2019,157.37,-1.7,-1.07%,157.37,157.37,157.37
1974,3/27/2019,156.3,-1.07,-0.68%,156.3,156.3,156.3
1975,3/28/2019,155.85,-0.45,-0.29%,155.85,155.85,155.85
1976,3/29/2019,157.66,1.81,1.16%,157.66,157.66,157.66
1977,4/1/2019,159.01,1.35,0.86%,159.01,159.01,159.01
1978,4/2/2019,159.76,0.75,0.47%,159.76,159.76,159.76
1979,4/3/2019,160.08,0.32,0.20%,160.08,160.08,160.08
1980,4/4/2019,159.58,-0.5,-0.31%,159.58,159.58,159.58
1981,4/5/2019,159.52,-0.06,-0.04%,159.52,159.52,159.52
1982,4/8/2019,159.24,-0.28,-0.18%,159.24,159.24,159.24
1983,4/9/2019,158.39,-0.85,-0.53%,158.39,158.39,158.39
1984,4/10/2019,158.2,-0.19,-0.12%,158.2,158.2,158.2
1985,4/11/2019,158.29,0.09,0.06%,158.29,158.29,158.29
1986,4/12/2019,157.91,-0.38,-0.24%,157.91,157.91,157.91
1987,4/15/2019,157.33,-0.58,-0.37%,157.33,157.33,157.33
1988,4/16/2019,157.62,0.29,0.18%,157.62,157.62,157.62
1989,4/17/2019,158.78,1.16,0.74%,158.78,158.78,158.78
1990,4/18/2019,158.29,-0.49,-0.31%,158.29,158.29,158.29
1991,4/23/2019,158.65,0.36,0.23%,158.65,158.65,158.65
1992,4/24/2019,158.89,0.24,0.15%,158.89,158.89,158.89
1993,4/25/2019,158.73,-0.16,-0.10%,158.73,158.73,158.73
1994,4/26/2019,158.19,-0.54,-0.34%,158.19,158.19,158.19
1995,4/29/2019,157.77,-0.42,-0.27%,157.77,157.77,157.77
1996,4/30/2019,157.31,-0.46,-0.29%,157.31,157.31,157.31
1997,5/2/2019,161,3.69,2.35%,161,161,161
1998,5/3/2019,160.19,-0.81,-0.50%,160.19,160.19,160.19
1999,5/6/2019,157.79,-2.4,-1.50%,157.79,157.79,157.79
2000,5/7/2019,157.79,0,0.00%,157.79,157.79,157.79
2001,5/8/2019,156.37,-1.42,-0.90%,156.37,156.37,156.37
2002,5/9/2019,155.38,-0.99,-0.63%,155.38,155.38,155.38
2003,5/10/2019,153.29,-2.09,-1.35%,153.29,153.29,153.29
2004,5/13/2019,150.27,-3.02,-1.97%,150.27,150.27,150.27
2005,5/14/2019,146.64,-3.63,-2.42%,146.64,146.64,146.64
2006,5/15/2019,147.01,0.37,0.25%,147.01,147.01,147.01
2007,5/16/2019,145.89,-1.12,-0.76%,145.89,145.89,145.89
2008,5/17/2019,145.33,-0.56,-0.38%,145.33,145.33,145.33
2009,5/20/2019,145.18,-0.15,-0.10%,145.18,145.18,145.18
2010,5/21/2019,146.14,0.96,0.66%,146.14,146.14,146.14
2011,5/22/2019,145.69,-0.45,-0.31%,145.69,145.69,145.69
2012,5/23/2019,145.83,0.14,0.10%,145.83,145.83,145.83
2013,5/24/2019,146.46,0.63,0.43%,146.46,146.46,146.46
2014,5/27/2019,147.4,0.94,0.64%,147.4,147.4,147.4
2015,5/28/2019,151.77,4.37,2.96%,151.77,151.77,151.77
2016,5/29/2019,151.33,-0.44,-0.29%,151.33,151.33,151.33
2017,5/30/2019,150.06,-1.27,-0.84%,150.06,150.06,150.06
2018,5/31/2019,149.92,-0.14,-0.09%,149.92,149.92,149.92
2019,6/3/2019,150.46,0.54,0.36%,150.46,150.46,150.46
2020,6/4/2019,151.08,0.62,0.41%,151.08,151.08,151.08
2021,6/6/2019,151.22,0.14,0.09%,151.22,151.22,151.22
2022,6/7/2019,150.47,-0.75,-0.50%,150.47,150.47,150.47
2023,6/10/2019,150.04,-0.43,-0.29%,150.04,150.04,150.04
2024,6/11/2019,150.22,0.18,0.12%,150.22,150.22,150.22
2025,6/12/2019,150.46,0.24,0.16%,150.46,150.46,150.46
2026,6/13/2019,150.44,-0.02,-0.01%,150.44,150.44,150.44
2027,6/14/2019,150.12,-0.32,-0.21%,150.12,150.12,150.12
2028,6/17/2019,148.47,-1.65,-1.10%,148.47,148.47,148.47
2029,6/18/2019,148.5,0.03,0.02%,148.5,148.5,148.5
2030,6/19/2019,147.53,-0.97,-0.65%,147.53,147.53,147.53
2031,6/20/2019,147.58,0.05,0.03%,147.58,147.58,147.58
2032,6/21/2019,147.35,-0.23,-0.16%,147.35,147.35,147.35
2033,6/24/2019,147.69,0.34,0.23%,147.69,147.69,147.69
2034,6/25/2019,148.41,0.72,0.49%,148.41,148.41,148.41
2035,6/26/2019,148.38,-0.03,-0.02%,148.38,148.38,148.38
2036,6/27/2019,148.34,-0.04,-0.03%,148.34,148.34,148.34
2037,6/28/2019,149.61,1.27,0.86%,149.61,149.61,149.61
2038,7/1/2019,150.01,0.4,0.27%,150.01,150.01,150.01
2039,7/2/2019,150.13,0.12,0.08%,150.13,150.13,150.13
2040,7/3/2019,150.11,-0.02,-0.01%,150.11,150.11,150.11
2041,7/4/2019,149.09,-1.02,-0.68%,149.09,149.09,149.09
2042,7/5/2019,149.8,0.71,0.48%,149.8,149.8,149.8
2043,7/8/2019,148.88,-0.92,-0.61%,148.88,148.88,148.88
2044,7/9/2019,147.43,-1.45,-0.97%,147.43,147.43,147.43
2045,7/10/2019,148.86,1.43,0.97%,148.86,148.86,148.86
2046,7/11/2019,149.06,0.2,0.13%,149.06,149.06,149.06
2047,7/12/2019,149.73,0.67,0.45%,149.73,149.73,149.73
2048,7/15/2019,148.95,-0.78,-0.52%,148.95,148.95,148.95
2049,7/16/2019,149.14,0.19,0.13%,149.14,149.14,149.14
2050,7/17/2019,149.8,0.66,0.44%,149.8,149.8,149.8
2051,7/18/2019,149.25,-0.55,-0.37%,149.25,149.25,149.25
2052,7/19/2019,149.82,0.57,0.38%,149.82,149.82,149.82
2053,7/22/2019,149.92,0.1,0.07%,149.92,149.92,149.92
2054,7/23/2019,148.04,-1.88,-1.25%,148.04,148.04,148.04
2055,7/24/2019,148.81,0.77,0.52%,148.81,148.81,148.81
2056,7/25/2019,148.81,0,0.00%,148.81,148.81,148.81
2057,7/26/2019,149,0.19,0.13%,149,149,149
2058,7/29/2019,149.02,0.02,0.01%,149.02,149.02,149.02
2059,7/30/2019,148.44,-0.58,-0.39%,148.44,148.44,148.44
2060,7/31/2019,148.25,-0.19,-0.13%,148.25,148.25,148.25
2061,8/1/2019,148.3,0.05,0.03%,148.3,148.3,148.3
2062,8/2/2019,148.33,0.03,0.02%,148.33,148.33,148.33
2063,8/5/2019,148.1,-0.23,-0.16%,148.1,148.1,148.1
2064,8/6/2019,147.31,-0.79,-0.53%,147.31,147.31,147.31
2065,8/7/2019,146.74,-0.57,-0.39%,146.74,146.74,146.74
2066,8/8/2019,147.18,0.44,0.30%,147.18,147.18,147.18
2067,8/9/2019,148.05,0.87,0.59%,148.05,148.05,148.05
2068,8/13/2019,148.59,0.54,0.36%,148.59,148.59,148.59
2069,8/14/2019,148.62,0.03,0.02%,148.62,148.62,148.62
2070,8/15/2019,149.74,1.12,0.75%,149.74,149.74,149.74
2071,8/16/2019,151.4,1.66,1.11%,151.4,151.4,151.4
2072,8/19/2019,151.92,0.52,0.34%,151.92,151.92,151.92
2073,8/20/2019,151.14,-0.78,-0.51%,151.14,151.14,151.14
2074,8/21/2019,150.56,-0.58,-0.38%,150.56,150.56,150.56
2075,8/22/2019,150.29,-0.27,-0.18%,150.29,150.29,150.29
2076,8/23/2019,149.87,-0.42,-0.28%,149.87,149.87,149.87
2077,8/26/2019,148.19,-1.68,-1.12%,148.19,148.19,148.19
2078,8/27/2019,148.13,-0.06,-0.04%,148.13,148.13,148.13
2079,8/28/2019,147.52,-0.61,-0.41%,147.52,147.52,147.52
2080,8/29/2019,148.03,0.51,0.35%,148.03,148.03,148.03
2081,8/30/2019,147.58,-0.45,-0.30%,147.58,147.58,147.58
2082,9/2/2019,147,-0.58,-0.39%,147,147,147
2083,9/3/2019,142.19,-4.81,-3.27%,142.19,142.19,142.19
2084,9/4/2019,143.16,0.97,0.68%,143.16,143.16,143.16
2085,9/5/2019,143.46,0.3,0.21%,143.46,143.46,143.46
2086,9/6/2019,142.52,-0.94,-0.66%,142.52,142.52,142.52
2087,9/9/2019,142.81,0.29,0.20%,142.81,142.81,142.81
2088,9/10/2019,143.04,0.23,0.16%,143.04,143.04,143.04
2089,9/11/2019,143.47,0.43,0.30%,143.47,143.47,143.47
2090,9/12/2019,143.98,0.51,0.36%,143.98,143.98,143.98
2091,9/13/2019,143.81,-0.17,-0.12%,143.81,143.81,143.81
2092,9/16/2019,144.21,0.4,0.28%,144.21,144.21,144.21
2093,9/17/2019,143.88,-0.33,-0.23%,143.88,143.88,143.88
2094,9/18/2019,144.3,0.42,0.29%,144.3,144.3,144.3
2095,9/19/2019,144.22,-0.08,-0.06%,144.22,144.22,144.22
2096,9/20/2019,144.98,0.76,0.53%,144.98,144.98,144.98
2097,9/23/2019,145.3,0.32,0.22%,145.3,145.3,145.3
2098,9/24/2019,145.72,0.42,0.29%,145.72,145.72,145.72
2099,9/25/2019,145.7,-0.02,-0.01%,145.7,145.7,145.7
2100,9/26/2019,144.5,-1.2,-0.82%,144.5,144.5,144.5
2101,9/27/2019,144.27,-0.23,-0.16%,144.27,144.27,144.27
2102,9/30/2019,145.46,1.19,0.82%,145.46,145.46,145.46
2103,10/2/2019,146.26,0.8,0.55%,146.26,146.26,146.26
2104,10/3/2019,147.53,1.27,0.87%,147.53,147.53,147.53
2105,10/4/2019,147.23,-0.3,-0.20%,147.23,147.23,147.23
2106,10/7/2019,146.1,-1.13,-0.77%,146.1,146.1,146.1
2107,10/8/2019,146.64,0.54,0.37%,146.64,146.64,146.64
2108,10/9/2019,146.96,0.32,0.22%,146.96,146.96,146.96
2109,10/11/2019,147.64,0.68,0.46%,147.64,147.64,147.64
2110,10/14/2019,146.41,-1.23,-0.83%,146.41,146.41,146.41
2111,10/15/2019,146.13,-0.28,-0.19%,146.13,146.13,146.13
2112,10/16/2019,146.09,-0.04,-0.03%,146.09,146.09,146.09
2113,10/17/2019,148.28,2.19,1.50%,148.28,148.28,148.28
2114,10/18/2019,148.36,0.08,0.05%,148.36,148.36,148.36
2115,10/22/2019,149.32,0.96,0.65%,149.32,149.32,149.32
2116,10/23/2019,149.46,0.14,0.09%,149.46,149.46,149.46
2117,10/24/2019,150.07,0.61,0.41%,150.07,150.07,150.07
2118,10/25/2019,150.07,0,0.00%,150.07,150.07,150.07
2119,10/28/2019,148.08,-1.99,-1.33%,148.08,148.08,148.08
2120,10/29/2019,151.67,3.59,2.42%,151.67,151.67,151.67
2121,10/30/2019,155.23,3.56,2.35%,155.23,155.23,155.23
2122,10/31/2019,159.55,4.32,2.78%,159.55,159.55,159.55
2123,11/1/2019,164.35,4.8,3.01%,164.35,164.35,164.35
2124,11/4/2019,163.16,-1.19,-0.72%,163.16,163.16,163.16
2125,11/5/2019,162.73,-0.43,-0.26%,162.73,162.73,162.73
2126,11/6/2019,164.99,2.26,1.39%,164.99,164.99,164.99
2127,11/7/2019,165.57,0.58,0.35%,165.57,165.57,165.57
2128,11/8/2019,160.99,-4.58,-2.77%,160.99,160.99,160.99
2129,11/11/2019,158.96,-2.03,-1.26%,158.96,158.96,158.96
2130,11/12/2019,157.02,-1.94,-1.22%,157.02,157.02,157.02
2131,11/13/2019,157.27,0.25,0.16%,157.27,157.27,157.27
2132,11/14/2019,158.84,1.57,1.00%,158.84,158.84,158.84
2133,11/15/2019,155.98,-2.86,-1.80%,155.98,155.98,155.98
2134,11/18/2019,155.48,-0.5,-0.32%,155.48,155.48,155.48
2135,11/19/2019,155.37,-0.11,-0.07%,155.37,155.37,155.37
2136,11/20/2019,155.3,-0.07,-0.05%,155.3,155.3,155.3
2137,11/21/2019,155,-0.3,-0.19%,155,155,155
2138,11/22/2019,154.84,-0.16,-0.10%,154.84,154.84,154.84
2139,11/25/2019,155.85,1.01,0.65%,155.85,155.85,155.85
2140,11/26/2019,155.47,-0.38,-0.24%,155.47,155.47,155.47
2141,11/27/2019,155.89,0.42,0.27%,155.89,155.89,155.89
2142,11/28/2019,156.57,0.68,0.44%,156.57,156.57,156.57
2143,11/29/2019,157.93,1.36,0.87%,157.93,157.93,157.93
2144,12/2/2019,158.46,0.53,0.34%,158.46,158.46,158.46
2145,12/3/2019,158.9,0.44,0.28%,158.9,158.9,158.9
2146,12/4/2019,158.7,-0.2,-0.13%,158.7,158.7,158.7
2147,12/5/2019,158.91,0.21,0.13%,158.91,158.91,158.91
2148,12/6/2019,160.29,1.38,0.87%,160.29,160.29,160.29
2149,12/9/2019,159.99,-0.3,-0.19%,159.99,159.99,159.99
2150,12/10/2019,160.15,0.16,0.10%,160.15,160.15,160.15
2151,12/11/2019,160.6,0.45,0.28%,160.6,160.6,160.6
2152,12/13/2019,160.52,-0.08,-0.05%,160.52,160.52,160.52
2153,12/16/2019,159.57,-0.95,-0.59%,159.57,159.57,159.57
2154,12/17/2019,159.91,0.34,0.21%,159.91,159.91,159.91
2155,12/18/2019,160.53,0.62,0.39%,160.53,160.53,160.53
2156,12/19/2019,162.62,2.09,1.30%,162.62,162.62,162.62
2157,12/20/2019,160.9,-1.72,-1.06%,160.9,160.9,160.9
2158,12/23/2019,165.12,4.22,2.62%,165.12,165.12,165.12
2159,12/27/2019,165.41,0.29,0.18%,165.41,165.41,165.41
2160,12/30/2019,165.37,-0.04,-0.02%,165.37,165.37,165.37
2161,12/31/2019,166.41,1.04,0.63%,166.41,166.41,166.41
2162,1/2/2020,165.98,-0.43,-0.26%,165.98,165.98,165.98
2163,1/3/2020,167.37,1.39,0.84%,167.37,167.37,167.37
2164,1/6/2020,167,-0.37,-0.22%,167,167,167
2165,1/7/2020,166.65,-0.35,-0.21%,166.65,166.65,166.65
2166,1/8/2020,167.33,0.68,0.41%,167.33,167.33,167.33
2167,1/9/2020,170.95,3.62,2.16%,170.95,170.95,170.95
2168,1/10/2020,171.36,0.41,0.24%,171.36,171.36,171.36
2169,1/13/2020,171.08,-0.28,-0.16%,171.08,171.08,171.08
2170,1/14/2020,170.31,-0.77,-0.45%,170.31,170.31,170.31
2171,1/15/2020,167.38,-2.93,-1.72%,167.38,167.38,167.38
2172,1/16/2020,167.21,-0.17,-0.10%,167.21,167.21,167.21
2173,1/17/2020,166.23,-0.98,-0.59%,166.23,166.23,166.23
2174,1/20/2020,166.34,0.11,0.07%,166.34,166.34,166.34
2175,1/21/2020,165.96,-0.38,-0.23%,165.96,165.96,165.96
2176,1/22/2020,165.32,-0.64,-0.39%,165.32,165.32,165.32
2177,1/23/2020,165.53,0.21,0.13%,165.53,165.53,165.53
2178,1/24/2020,164.98,-0.55,-0.33%,164.98,164.98,164.98
2179,1/27/2020,163.26,-1.72,-1.04%,163.26,163.26,163.26
2180,1/28/2020,161.32,-1.94,-1.19%,161.32,161.32,161.32
2181,1/29/2020,161.21,-0.11,-0.07%,161.21,161.21,161.21
2182,1/30/2020,162.33,1.12,0.69%,162.33,162.33,162.33
2183,1/31/2020,162.09,-0.24,-0.15%,162.09,162.09,162.09
2184,2/3/2020,163.08,0.99,0.61%,163.08,163.08,163.08
2185,2/4/2020,163.45,0.37,0.23%,163.45,163.45,163.45
2186,2/5/2020,165.67,2.22,1.36%,165.67,165.67,165.67
2187,2/6/2020,169.35,3.68,2.22%,169.35,169.35,169.35
2188,2/7/2020,168.65,-0.7,-0.41%,168.65,168.65,168.65
2189,2/10/2020,167.71,-0.94,-0.56%,167.71,167.71,167.71
2190,2/12/2020,166.96,-0.75,-0.45%,166.96,166.96,166.96
2191,2/13/2020,164.16,-2.8,-1.68%,164.16,164.16,164.16
2192,2/14/2020,162.37,-1.79,-1.09%,162.37,162.37,162.37
